any;municipi;concepte;estat;valor
2019;Estamariu;treballadors de baixa qualificació;..;null
2019;Estamariu;població amb estudis baixos;;110,0
2019;Estamariu;població jove sense estudis postobligatoris;..;null
2019;Estamariu;estrangers de països de renda baixa o mitjana;;83,2
2019;Estamariu;renda mitjana per persona;;85,8
2019;Estany, l';població ocupada;;124,0
2019;Estany, l';treballadors de baixa qualificació;..;null
2019;Estany, l';població amb estudis baixos;;105,3
2019;Estany, l';població jove sense estudis postobligatoris;..;null
2019;Estany, l';estrangers de països de renda baixa o mitjana;;81,6
2019;Estany, l';renda mitjana per persona;;103,8
2019;Estaràs;població ocupada;;111,7
2019;Estaràs;treballadors de baixa qualificació;..;null
2019;Estaràs;població amb estudis baixos;;97,1
2019;Estaràs;població jove sense estudis postobligatoris;..;null
2019;Estaràs;estrangers de països de renda baixa o mitjana;;78,3
2019;Estaràs;renda mitjana per persona;;109,8
2019;Esterri d'Àneu;població ocupada;;111,7
2019;Esterri d'Àneu;treballadors de baixa qualificació;..;null
2019;Esterri d'Àneu;població amb estudis baixos;;92,2
2019;Esterri d'Àneu;població jove sense estudis postobligatoris;..;null
2019;Esterri d'Àneu;estrangers de països de renda baixa o mitjana;;116,5
2019;Esterri d'Àneu;renda mitjana per persona;;104,0
2019;Esterri de Cardós;població ocupada;;104,1
2019;Esterri de Cardós;treballadors de baixa qualificació;..;null
2019;Esterri de Cardós;població amb estudis baixos;;96,0
2019;Esterri de Cardós;població jove sense estudis postobligatoris;..;null
2019;Esterri de Cardós;estrangers de països de renda baixa o mitjana;;89,2
2019;Esterri de Cardós;renda mitjana per persona;;105,7
2019;Falset;població ocupada;;102,9
2019;Falset;treballadors de baixa qualificació;;116,8
2019;Falset;població amb estudis baixos;;101,4
2019;Falset;població jove sense estudis postobligatoris;;99,7
2019;Falset;estrangers de països de renda baixa o mitjana;;101,3
2019;Falset;renda mitjana per persona;;95,4
2019;Far d'Empordà, el;població ocupada;;103,0
2019;Far d'Empordà, el;treballadors de baixa qualificació;..;null
2019;Far d'Empordà, el;població amb estudis baixos;;99,2
2019;Far d'Empordà, el;població jove sense estudis postobligatoris;..;null
2019;Far d'Empordà, el;estrangers de països de renda baixa o mitjana;;81,2
2019;Far d'Empordà, el;renda mitjana per persona;;93,5
2019;Farrera;població ocupada;;90,3
2019;Farrera;treballadors de baixa qualificació;..;null
2019;Farrera;població amb estudis baixos;;92,5
2019;Farrera;població jove sense estudis postobligatoris;..;null
2019;Farrera;estrangers de països de renda baixa o mitjana;;78,3
2019;Farrera;renda mitjana per persona;;85,7
2019;Fatarella, la;població ocupada;;116,7
2019;Fatarella, la;treballadors de baixa qualificació;..;null
2019;Fatarella, la;població amb estudis baixos;;151,0
2019;Fatarella, la;població jove sense estudis postobligatoris;..;null
2019;Fatarella, la;estrangers de països de renda baixa o mitjana;;82,0
2019;Fatarella, la;renda mitjana per persona;;90,2
2019;Febró, la;població ocupada;;79,3
2019;Febró, la;treballadors de baixa qualificació;..;null
2019;Febró, la;població amb estudis baixos;;93,2
2019;Febró, la;població jove sense estudis postobligatoris;..;null
2019;Febró, la;estrangers de països de renda baixa o mitjana;;87,9
2019;Febró, la;renda mitjana per persona;;110,1
2019;Figaró-Montmany;població ocupada;;105,3
2019;Figaró-Montmany;treballadors de baixa qualificació;;107,5
2019;Figaró-Montmany;població amb estudis baixos;;95,6
2019;Figaró-Montmany;població jove sense estudis postobligatoris;;95,8
2019;Figaró-Montmany;estrangers de països de renda baixa o mitjana;;92,4
2019;Figaró-Montmany;renda mitjana per persona;;96,2
2019;Fígols;població ocupada;;125,0
2019;Fígols;treballadors de baixa qualificació;..;null
2019;Fígols;població amb estudis baixos;;95,9
2019;Fígols;població jove sense estudis postobligatoris;..;null
2019;Fígols;estrangers de països de renda baixa o mitjana;;78,3
2019;Fígols;renda mitjana per persona;;107,3
2019;Fígols i Alinyà;població ocupada;;98,3
2019;Fígols i Alinyà;treballadors de baixa qualificació;..;null
2019;Fígols i Alinyà;població amb estudis baixos;;99,6
2019;Fígols i Alinyà;població jove sense estudis postobligatoris;..;null
2019;Fígols i Alinyà;estrangers de països de renda baixa o mitjana;;80,6
2019;Fígols i Alinyà;renda mitjana per persona;;89,9
2019;Figuera, la;població ocupada;;81,3
2019;Figuera, la;treballadors de baixa qualificació;..;null
2019;Figuera, la;població amb estudis baixos;;114,4
2019;Figuera, la;població jove sense estudis postobligatoris;..;null
2019;Figuera, la;estrangers de països de renda baixa o mitjana;;95,5
2019;Figuera, la;renda mitjana per persona;;85,7
2019;Figueres;població ocupada;;84,3
2019;Figueres;treballadors de baixa qualificació;;114,6
2019;Figueres;població amb estudis baixos;;121,5
2019;Figueres;població jove sense estudis postobligatoris;;128,9
2019;Figueres;estrangers de països de renda baixa o mitjana;;124,5
2019;Figueres;renda mitjana per persona;;86,3
2019;Figuerola del Camp;població ocupada;;114,2
2019;Figuerola del Camp;treballadors de baixa qualificació;..;null
2019;Figuerola del Camp;població amb estudis baixos;;86,3
2019;Figuerola del Camp;població jove sense estudis postobligatoris;..;null
2019;Figuerola del Camp;estrangers de països de renda baixa o mitjana;;86,7
2019;Figuerola del Camp;renda mitjana per persona;;100,5
2019;Flaçà;població ocupada;;110,3
2019;Flaçà;treballadors de baixa qualificació;;121,8
2019;Flaçà;població amb estudis baixos;;105,3
2019;Flaçà;població jove sense estudis postobligatoris;;113,8
2019;Flaçà;estrangers de països de renda baixa o mitjana;;122,9
2019;Flaçà;renda mitjana per persona;;95,3
2019;Flix;població ocupada;;76,8
2019;Flix;treballadors de baixa qualificació;;96,7
2019;Flix;població amb estudis baixos;;119,8
2019;Flix;població jove sense estudis postobligatoris;;91,3
2019;Flix;estrangers de països de renda baixa o mitjana;;94,2
2019;Flix;renda mitjana per persona;;104,6
2019;Floresta, la;població ocupada;;108,9
2019;Floresta, la;treballadors de baixa qualificació;..;null
2019;Floresta, la;població amb estudis baixos;;95,6
2019;Floresta, la;població jove sense estudis postobligatoris;..;null
2019;Floresta, la;estrangers de països de renda baixa o mitjana;;84,8
2019;Floresta, la;renda mitjana per persona;;110,2
2019;Fogars de la Selva;població ocupada;;86,9
2019;Fogars de la Selva;treballadors de baixa qualificació;;117,3
2019;Fogars de la Selva;població amb estudis baixos;;93,7
2019;Fogars de la Selva;població jove sense estudis postobligatoris;;112,8
2019;Fogars de la Selva;estrangers de països de renda baixa o mitjana;;84,1
2019;Fogars de la Selva;renda mitjana per persona;;91,9
2019;Fogars de Montclús;població ocupada;;115,4
2019;Fogars de Montclús;treballadors de baixa qualificació;..;null
2019;Fogars de Montclús;població amb estudis baixos;;76,8
2019;Fogars de Montclús;població jove sense estudis postobligatoris;..;null
2019;Fogars de Montclús;estrangers de països de renda baixa o mitjana;;80,7
2019;Fogars de Montclús;renda mitjana per persona;;92,2
2019;Foixà;població ocupada;;100,3
2019;Foixà;treballadors de baixa qualificació;..;null
2019;Foixà;població amb estudis baixos;;97,7
2019;Foixà;població jove sense estudis postobligatoris;..;null
2019;Foixà;estrangers de països de renda baixa o mitjana;;82,8
2019;Foixà;renda mitjana per persona;;112,2
2019;Folgueroles;població ocupada;;131,8
2019;Folgueroles;treballadors de baixa qualificació;;91,2
2019;Folgueroles;població amb estudis baixos;;84,2
2019;Folgueroles;població jove sense estudis postobligatoris;;88,9
2019;Folgueroles;estrangers de països de renda baixa o mitjana;;81,8
2019;Folgueroles;renda mitjana per persona;;106,0
2019;Fondarella;població ocupada;;107,2
2019;Fondarella;treballadors de baixa qualificació;..;null
2019;Fondarella;població amb estudis baixos;;94,1
2019;Fondarella;població jove sense estudis postobligatoris;..;null
2019;Fondarella;estrangers de països de renda baixa o mitjana;;86,8
2019;Fondarella;renda mitjana per persona;;100,5
2019;Fonollosa;població ocupada;;115,1
2019;Fonollosa;treballadors de baixa qualificació;;98,7
2019;Fonollosa;població amb estudis baixos;;98,0
2019;Fonollosa;població jove sense estudis postobligatoris;;93,7
2019;Fonollosa;estrangers de països de renda baixa o mitjana;;81,2
2019;Fonollosa;renda mitjana per persona;;102,8
2019;Fontanals de Cerdanya;població ocupada;;95,3
2019;Fontanals de Cerdanya;treballadors de baixa qualificació;..;null
2019;Fontanals de Cerdanya;població amb estudis baixos;;85,2
2019;Fontanals de Cerdanya;població jove sense estudis postobligatoris;..;null
2019;Fontanals de Cerdanya;estrangers de països de renda baixa o mitjana;;84,3
2019;Fontanals de Cerdanya;renda mitjana per persona;;115,1
2019;Fontanilles;població ocupada;;111,2
2019;Fontanilles;treballadors de baixa qualificació;..;null
2019;Fontanilles;població amb estudis baixos;;85,6
2019;Fontanilles;població jove sense estudis postobligatoris;..;null
2019;Fontanilles;estrangers de països de renda baixa o mitjana;;93,4
2019;Fontanilles;renda mitjana per persona;;116,3
2019;Fontcoberta;població ocupada;;120,0
2019;Fontcoberta;treballadors de baixa qualificació;;90,5
2019;Fontcoberta;població amb estudis baixos;;84,7
2019;Fontcoberta;població jove sense estudis postobligatoris;;90,9
2019;Fontcoberta;estrangers de països de renda baixa o mitjana;;83,8
2019;Fontcoberta;renda mitjana per persona;;102,6
2019;Font-rubí;població ocupada;;113,2
2019;Font-rubí;treballadors de baixa qualificació;;98,5
2019;Font-rubí;població amb estudis baixos;;93,2
2019;Font-rubí;població jove sense estudis postobligatoris;;98,4
2019;Font-rubí;estrangers de països de renda baixa o mitjana;;93,7
2019;Font-rubí;renda mitjana per persona;;98,0
2019;Foradada;població ocupada;;134,0
2019;Foradada;treballadors de baixa qualificació;..;null
2019;Foradada;població amb estudis baixos;;101,5
2019;Foradada;població jove sense estudis postobligatoris;..;null
2019;Foradada;estrangers de països de renda baixa o mitjana;;99,9
2019;Foradada;renda mitjana per persona;;98,0
2019;Forallac;població ocupada;;108,2
2019;Forallac;treballadors de baixa qualificació;;101,6
2019;Forallac;població amb estudis baixos;;83,1
2019;Forallac;població jove sense estudis postobligatoris;;96,5
2019;Forallac;estrangers de països de renda baixa o mitjana;;88,1
2019;Forallac;renda mitjana per persona;;104,2
2019;Forès;població ocupada;;64,4
2019;Forès;treballadors de baixa qualificació;..;null
2019;Forès;població amb estudis baixos;;105,5
2019;Forès;població jove sense estudis postobligatoris;..;null
2019;Forès;estrangers de països de renda baixa o mitjana;;82,8
2019;Forès;renda mitjana per persona;;110,1
2019;Fornells de la Selva;població ocupada;;123,2
2019;Fornells de la Selva;treballadors de baixa qualificació;;83,7
2019;Fornells de la Selva;població amb estudis baixos;;78,8
2019;Fornells de la Selva;població jove sense estudis postobligatoris;;79,3
2019;Fornells de la Selva;estrangers de països de renda baixa o mitjana;;84,3
2019;Fornells de la Selva;renda mitjana per persona;;116,6
2019;Fortià;població ocupada;;112,9
2019;Fortià;treballadors de baixa qualificació;..;null
2019;Fortià;població amb estudis baixos;;97,7
2019;Fortià;població jove sense estudis postobligatoris;..;null
2019;Fortià;estrangers de països de renda baixa o mitjana;;91,1
2019;Fortià;renda mitjana per persona;;94,2
2019;Franqueses del Vallès, les;població ocupada;;109,8
2019;Franqueses del Vallès, les;treballadors de baixa qualificació;;106,6
2019;Franqueses del Vallès, les;població amb estudis baixos;;99,3
2019;Franqueses del Vallès, les;població jove sense estudis postobligatoris;;109,5
2019;Franqueses del Vallès, les;estrangers de països de renda baixa o mitjana;;96,0
2019;Franqueses del Vallès, les;renda mitjana per persona;;94,2
2019;Freginals;població ocupada;;86,8
2019;Freginals;treballadors de baixa qualificació;..;null
2019;Freginals;població amb estudis baixos;;104,7
2019;Freginals;població jove sense estudis postobligatoris;..;null
2019;Freginals;estrangers de països de renda baixa o mitjana;;105,4
2019;Freginals;renda mitjana per persona;;88,2
2019;Fuliola, la;població ocupada;;100,8
2019;Fuliola, la;treballadors de baixa qualificació;;141,1
2019;Fuliola, la;població amb estudis baixos;;114,7
2019;Fuliola, la;població jove sense estudis postobligatoris;;126,0
2019;Fuliola, la;estrangers de països de renda baixa o mitjana;;102,5
2019;Fuliola, la;renda mitjana per persona;;86,6
2019;Fulleda;població ocupada;;131,6
2019;Fulleda;treballadors de baixa qualificació;..;null
2019;Fulleda;població amb estudis baixos;;105,5
2019;Fulleda;població jove sense estudis postobligatoris;..;null
2019;Fulleda;estrangers de països de renda baixa o mitjana;;78,3
2019;Fulleda;renda mitjana per persona;;92,9
2019;Gaià;població ocupada;;100,9
2019;Gaià;treballadors de baixa qualificació;..;null
2019;Gaià;població amb estudis baixos;;80,7
2019;Gaià;població jove sense estudis postobligatoris;..;null
2019;Gaià;estrangers de països de renda baixa o mitjana;;83,8
2019;Gaià;renda mitjana per persona;;95,9
2019;Galera, la;població ocupada;;95,2
2019;Galera, la;treballadors de baixa qualificació;..;null
2019;Galera, la;població amb estudis baixos;;136,0
2019;Galera, la;població jove sense estudis postobligatoris;..;null
2019;Galera, la;estrangers de països de renda baixa o mitjana;;104,2
2019;Galera, la;renda mitjana per persona;;79,1
2019;Gallifa;població ocupada;;120,5
2019;Gallifa;treballadors de baixa qualificació;..;null
2019;Gallifa;població amb estudis baixos;;75,4
2019;Gallifa;població jove sense estudis postobligatoris;..;null
2019;Gallifa;estrangers de països de renda baixa o mitjana;;83,9
2019;Gallifa;renda mitjana per persona;;129,0
2019;Gandesa;població ocupada;;96,9
2019;Gandesa;treballadors de baixa qualificació;;102,9
2019;Gandesa;població amb estudis baixos;;119,0
