mes,comarques i Aran,concepte,sexe,estat,valor
05/2022,Anoia,població vacunada amb segona dosi (%),dones,,75.7
05/2022,Anoia,població vacunada amb segona dosi (%),total,,74.4
05/2022,Anoia,població vacunada amb dosi addicional (%),homes,,38.3
05/2022,Anoia,població vacunada amb dosi addicional (%),dones,,43.1
05/2022,Anoia,població vacunada amb dosi addicional (%),total,,40.7
05/2022,Aran,dosis administrades,homes,,9066
05/2022,Aran,dosis administrades,dones,,9022
05/2022,Aran,dosis administrades,total,,18088
05/2022,Aran,persones vacunades amb primera dosi,homes,,3846
05/2022,Aran,persones vacunades amb primera dosi,dones,,3793
05/2022,Aran,persones vacunades amb primera dosi,total,,7639
05/2022,Aran,persones vacunades amb segona dosi,homes,,3434
05/2022,Aran,persones vacunades amb segona dosi,dones,,3408
05/2022,Aran,persones vacunades amb segona dosi,total,,6842
05/2022,Aran,persones vacunades amb dosi addicional,homes,,1772
05/2022,Aran,persones vacunades amb dosi addicional,dones,,1815
05/2022,Aran,persones vacunades amb dosi addicional,total,,3587
05/2022,Aran,dosis administrades per cada 100 persones,homes,,174.2
05/2022,Aran,dosis administrades per cada 100 persones,dones,,186.6
05/2022,Aran,dosis administrades per cada 100 persones,total,,180.2
05/2022,Aran,població vacunada amb primera dosi (%),homes,,73.9
05/2022,Aran,població vacunada amb primera dosi (%),dones,,78.5
05/2022,Aran,població vacunada amb primera dosi (%),total,,76.1
05/2022,Aran,població vacunada amb segona dosi (%),homes,,66.0
05/2022,Aran,població vacunada amb segona dosi (%),dones,,70.5
05/2022,Aran,població vacunada amb segona dosi (%),total,,68.2
05/2022,Aran,població vacunada amb dosi addicional (%),homes,,34.1
05/2022,Aran,població vacunada amb dosi addicional (%),dones,,37.5
05/2022,Aran,població vacunada amb dosi addicional (%),total,,35.7
05/2022,Bages,dosis administrades,homes,,171952
05/2022,Bages,dosis administrades,dones,,183174
05/2022,Bages,dosis administrades,total,,355126
05/2022,Bages,persones vacunades amb primera dosi,homes,,71704
05/2022,Bages,persones vacunades amb primera dosi,dones,,74458
05/2022,Bages,persones vacunades amb primera dosi,total,,146162
05/2022,Bages,persones vacunades amb segona dosi,homes,,65125
05/2022,Bages,persones vacunades amb segona dosi,dones,,68629
05/2022,Bages,persones vacunades amb segona dosi,total,,133754
05/2022,Bages,persones vacunades amb dosi addicional,homes,,34999
05/2022,Bages,persones vacunades amb dosi addicional,dones,,39979
05/2022,Bages,persones vacunades amb dosi addicional,total,,74978
05/2022,Bages,dosis administrades per cada 100 persones,homes,,194.0
05/2022,Bages,dosis administrades per cada 100 persones,dones,,202.4
05/2022,Bages,dosis administrades per cada 100 persones,total,,198.2
05/2022,Bages,població vacunada amb primera dosi (%),homes,,80.9
05/2022,Bages,població vacunada amb primera dosi (%),dones,,82.3
05/2022,Bages,població vacunada amb primera dosi (%),total,,81.6
05/2022,Bages,població vacunada amb segona dosi (%),homes,,73.5
05/2022,Bages,població vacunada amb segona dosi (%),dones,,75.8
05/2022,Bages,població vacunada amb segona dosi (%),total,,74.7
05/2022,Bages,població vacunada amb dosi addicional (%),homes,,39.5
05/2022,Bages,població vacunada amb dosi addicional (%),dones,,44.2
05/2022,Bages,població vacunada amb dosi addicional (%),total,,41.9
05/2022,Baix Camp,dosis administrades,homes,,191000
05/2022,Baix Camp,dosis administrades,dones,,204883
05/2022,Baix Camp,dosis administrades,total,,395883
05/2022,Baix Camp,persones vacunades amb primera dosi,homes,,79117
05/2022,Baix Camp,persones vacunades amb primera dosi,dones,,82841
05/2022,Baix Camp,persones vacunades amb primera dosi,total,,161958
05/2022,Baix Camp,persones vacunades amb segona dosi,homes,,72268
05/2022,Baix Camp,persones vacunades amb segona dosi,dones,,76413
05/2022,Baix Camp,persones vacunades amb segona dosi,total,,148681
05/2022,Baix Camp,persones vacunades amb dosi addicional,homes,,39417
05/2022,Baix Camp,persones vacunades amb dosi addicional,dones,,45436
05/2022,Baix Camp,persones vacunades amb dosi addicional,total,,84853
05/2022,Baix Camp,dosis administrades per cada 100 persones,homes,,198.3
05/2022,Baix Camp,dosis administrades per cada 100 persones,dones,,207.1
05/2022,Baix Camp,dosis administrades per cada 100 persones,total,,202.7
05/2022,Baix Camp,població vacunada amb primera dosi (%),homes,,82.1
05/2022,Baix Camp,població vacunada amb primera dosi (%),dones,,83.7
05/2022,Baix Camp,població vacunada amb primera dosi (%),total,,82.9
05/2022,Baix Camp,població vacunada amb segona dosi (%),homes,,75.0
05/2022,Baix Camp,població vacunada amb segona dosi (%),dones,,77.2
05/2022,Baix Camp,població vacunada amb segona dosi (%),total,,76.1
05/2022,Baix Camp,població vacunada amb dosi addicional (%),homes,,40.9
05/2022,Baix Camp,població vacunada amb dosi addicional (%),dones,,45.9
05/2022,Baix Camp,població vacunada amb dosi addicional (%),total,,43.5
05/2022,Baix Ebre,dosis administrades,homes,,79421
05/2022,Baix Ebre,dosis administrades,dones,,81501
05/2022,Baix Ebre,dosis administrades,total,,160922
05/2022,Baix Ebre,persones vacunades amb primera dosi,homes,,32489
05/2022,Baix Ebre,persones vacunades amb primera dosi,dones,,32326
05/2022,Baix Ebre,persones vacunades amb primera dosi,total,,64815
05/2022,Baix Ebre,persones vacunades amb segona dosi,homes,,30083
05/2022,Baix Ebre,persones vacunades amb segona dosi,dones,,30464
05/2022,Baix Ebre,persones vacunades amb segona dosi,total,,60547
05/2022,Baix Ebre,persones vacunades amb dosi addicional,homes,,16743
05/2022,Baix Ebre,persones vacunades amb dosi addicional,dones,,18659
05/2022,Baix Ebre,persones vacunades amb dosi addicional,total,,35402
05/2022,Baix Ebre,dosis administrades per cada 100 persones,homes,,202.7
05/2022,Baix Ebre,dosis administrades per cada 100 persones,dones,,210.5
05/2022,Baix Ebre,dosis administrades per cada 100 persones,total,,206.6
05/2022,Baix Ebre,població vacunada amb primera dosi (%),homes,,82.9
05/2022,Baix Ebre,població vacunada amb primera dosi (%),dones,,83.5
05/2022,Baix Ebre,població vacunada amb primera dosi (%),total,,83.2
05/2022,Baix Ebre,població vacunada amb segona dosi (%),homes,,76.8
05/2022,Baix Ebre,població vacunada amb segona dosi (%),dones,,78.7
05/2022,Baix Ebre,població vacunada amb segona dosi (%),total,,77.7
05/2022,Baix Ebre,població vacunada amb dosi addicional (%),homes,,42.7
05/2022,Baix Ebre,població vacunada amb dosi addicional (%),dones,,48.2
05/2022,Baix Ebre,població vacunada amb dosi addicional (%),total,,45.4
05/2022,Baix Empordà,dosis administrades,homes,,126181
05/2022,Baix Empordà,dosis administrades,dones,,133503
05/2022,Baix Empordà,dosis administrades,total,,259684
05/2022,Baix Empordà,persones vacunades amb primera dosi,homes,,53034
05/2022,Baix Empordà,persones vacunades amb primera dosi,dones,,54458
05/2022,Baix Empordà,persones vacunades amb primera dosi,total,,107492
05/2022,Baix Empordà,persones vacunades amb segona dosi,homes,,48262
05/2022,Baix Empordà,persones vacunades amb segona dosi,dones,,50407
05/2022,Baix Empordà,persones vacunades amb segona dosi,total,,98669
05/2022,Baix Empordà,persones vacunades amb dosi addicional,homes,,24842
05/2022,Baix Empordà,persones vacunades amb dosi addicional,dones,,28617
05/2022,Baix Empordà,persones vacunades amb dosi addicional,total,,53459
05/2022,Baix Empordà,dosis administrades per cada 100 persones,homes,,189.1
05/2022,Baix Empordà,dosis administrades per cada 100 persones,dones,,199.4
05/2022,Baix Empordà,dosis administrades per cada 100 persones,total,,194.3
05/2022,Baix Empordà,població vacunada amb primera dosi (%),homes,,79.5
05/2022,Baix Empordà,població vacunada amb primera dosi (%),dones,,81.3
05/2022,Baix Empordà,població vacunada amb primera dosi (%),total,,80.4
05/2022,Baix Empordà,població vacunada amb segona dosi (%),homes,,72.3
05/2022,Baix Empordà,població vacunada amb segona dosi (%),dones,,75.3
05/2022,Baix Empordà,població vacunada amb segona dosi (%),total,,73.8
05/2022,Baix Empordà,població vacunada amb dosi addicional (%),homes,,37.2
05/2022,Baix Empordà,població vacunada amb dosi addicional (%),dones,,42.7
05/2022,Baix Empordà,població vacunada amb dosi addicional (%),total,,40.0
05/2022,Baix Llobregat,dosis administrades,homes,,834811
05/2022,Baix Llobregat,dosis administrades,dones,,905682
05/2022,Baix Llobregat,dosis administrades,total,,1740493
05/2022,Baix Llobregat,persones vacunades amb primera dosi,homes,,344542
05/2022,Baix Llobregat,persones vacunades amb primera dosi,dones,,363956
05/2022,Baix Llobregat,persones vacunades amb primera dosi,total,,708498
05/2022,Baix Llobregat,persones vacunades amb segona dosi,homes,,315610
05/2022,Baix Llobregat,persones vacunades amb segona dosi,dones,,337818
05/2022,Baix Llobregat,persones vacunades amb segona dosi,total,,653428
05/2022,Baix Llobregat,persones vacunades amb dosi addicional,homes,,173006
05/2022,Baix Llobregat,persones vacunades amb dosi addicional,dones,,202450
05/2022,Baix Llobregat,persones vacunades amb dosi addicional,total,,375456
05/2022,Baix Llobregat,dosis administrades per cada 100 persones,homes,,205.5
05/2022,Baix Llobregat,dosis administrades per cada 100 persones,dones,,214.5
05/2022,Baix Llobregat,dosis administrades per cada 100 persones,total,,210.1
05/2022,Baix Llobregat,població vacunada amb primera dosi (%),homes,,84.8
05/2022,Baix Llobregat,població vacunada amb primera dosi (%),dones,,86.2
05/2022,Baix Llobregat,població vacunada amb primera dosi (%),total,,85.5
05/2022,Baix Llobregat,població vacunada amb segona dosi (%),homes,,77.7
05/2022,Baix Llobregat,població vacunada amb segona dosi (%),dones,,80.0
05/2022,Baix Llobregat,població vacunada amb segona dosi (%),total,,78.9
05/2022,Baix Llobregat,població vacunada amb dosi addicional (%),homes,,42.6
05/2022,Baix Llobregat,població vacunada amb dosi addicional (%),dones,,48.0
05/2022,Baix Llobregat,població vacunada amb dosi addicional (%),total,,45.3
05/2022,Baix Penedès,dosis administrades,homes,,102369
05/2022,Baix Penedès,dosis administrades,dones,,107863
05/2022,Baix Penedès,dosis administrades,total,,210232
05/2022,Baix Penedès,persones vacunades amb primera dosi,homes,,42397
05/2022,Baix Penedès,persones vacunades amb primera dosi,dones,,43779
05/2022,Baix Penedès,persones vacunades amb primera dosi,total,,86176
05/2022,Baix Penedès,persones vacunades amb segona dosi,homes,,38628
05/2022,Baix Penedès,persones vacunades amb segona dosi,dones,,40269
05/2022,Baix Penedès,persones vacunades amb segona dosi,total,,78897
05/2022,Baix Penedès,persones vacunades amb dosi addicional,homes,,21113
05/2022,Baix Penedès,persones vacunades amb dosi addicional,dones,,23616
05/2022,Baix Penedès,persones vacunades amb dosi addicional,total,,44729
05/2022,Baix Penedès,dosis administrades per cada 100 persones,homes,,189.5
05/2022,Baix Penedès,dosis administrades per cada 100 persones,dones,,203.0
05/2022,Baix Penedès,dosis administrades per cada 100 persones,total,,196.2
05/2022,Baix Penedès,població vacunada amb primera dosi (%),homes,,78.5
05/2022,Baix Penedès,població vacunada amb primera dosi (%),dones,,82.4
05/2022,Baix Penedès,població vacunada amb primera dosi (%),total,,80.4
05/2022,Baix Penedès,població vacunada amb segona dosi (%),homes,,71.5
05/2022,Baix Penedès,població vacunada amb segona dosi (%),dones,,75.8
05/2022,Baix Penedès,població vacunada amb segona dosi (%),total,,73.6
05/2022,Baix Penedès,població vacunada amb dosi addicional (%),homes,,39.1
05/2022,Baix Penedès,població vacunada amb dosi addicional (%),dones,,44.4
05/2022,Baix Penedès,població vacunada amb dosi addicional (%),total,,41.7
05/2022,Barcelonès,dosis administrades,homes,,2253268
05/2022,Barcelonès,dosis administrades,dones,,2561548
05/2022,Barcelonès,dosis administrades,total,,4814816
05/2022,Barcelonès,persones vacunades amb primera dosi,homes,,928513
05/2022,Barcelonès,persones vacunades amb primera dosi,dones,,1022801
05/2022,Barcelonès,persones vacunades amb primera dosi,total,,1951314
05/2022,Barcelonès,persones vacunades amb segona dosi,homes,,846522
05/2022,Barcelonès,persones vacunades amb segona dosi,dones,,948484
05/2022,Barcelonès,persones vacunades amb segona dosi,total,,1795006
05/2022,Barcelonès,persones vacunades amb dosi addicional,homes,,473777
05/2022,Barcelonès,persones vacunades amb dosi addicional,dones,,586117
05/2022,Barcelonès,persones vacunades amb dosi addicional,total,,1059894
05/2022,Barcelonès,dosis administrades per cada 100 persones,homes,,206.3
05/2022,Barcelonès,dosis administrades per cada 100 persones,dones,,213.0
05/2022,Barcelonès,dosis administrades per cada 100 persones,total,,209.8
05/2022,Barcelonès,població vacunada amb primera dosi (%),homes,,85.0
05/2022,Barcelonès,població vacunada amb primera dosi (%),dones,,85.1
05/2022,Barcelonès,població vacunada amb primera dosi (%),total,,85.0
05/2022,Barcelonès,població vacunada amb segona dosi (%),homes,,77.5
05/2022,Barcelonès,població vacunada amb segona dosi (%),dones,,78.9
05/2022,Barcelonès,població vacunada amb segona dosi (%),total,,78.2
05/2022,Barcelonès,població vacunada amb dosi addicional (%),homes,,43.4
05/2022,Barcelonès,població vacunada amb dosi addicional (%),dones,,48.7
05/2022,Barcelonès,població vacunada amb dosi addicional (%),total,,46.2
05/2022,Berguedà,dosis administrades,homes,,38993
05/2022,Berguedà,dosis administrades,dones,,41600
05/2022,Berguedà,dosis administrades,total,,80593
05/2022,Berguedà,persones vacunades amb primera dosi,homes,,15874
05/2022,Berguedà,persones vacunades amb primera dosi,dones,,16432
05/2022,Berguedà,persones vacunades amb primera dosi,total,,32306
05/2022,Berguedà,persones vacunades amb segona dosi,homes,,14667
05/2022,Berguedà,persones vacunades amb segona dosi,dones,,15389
05/2022,Berguedà,persones vacunades amb segona dosi,total,,30056
05/2022,Berguedà,persones vacunades amb dosi addicional,homes,,8399
05/2022,Berguedà,persones vacunades amb dosi addicional,dones,,9731
05/2022,Berguedà,persones vacunades amb dosi addicional,total,,18130
05/2022,Berguedà,dosis administrades per cada 100 persones,homes,,195.9
05/2022,Berguedà,dosis administrades per cada 100 persones,dones,,208.7
05/2022,Berguedà,dosis administrades per cada 100 persones,total,,202.3
05/2022,Berguedà,població vacunada amb primera dosi (%),homes,,79.8
05/2022,Berguedà,població vacunada amb primera dosi (%),dones,,82.5
05/2022,Berguedà,població vacunada amb primera dosi (%),total,,81.1
05/2022,Berguedà,població vacunada amb segona dosi (%),homes,,73.7
05/2022,Berguedà,població vacunada amb segona dosi (%),dones,,77.2
05/2022,Berguedà,població vacunada amb segona dosi (%),total,,75.5
05/2022,Berguedà,població vacunada amb dosi addicional (%),homes,,42.2
05/2022,Berguedà,població vacunada amb dosi addicional (%),dones,,48.8
05/2022,Berguedà,població vacunada amb dosi addicional (%),total,,45.5
05/2022,Cerdanya,dosis administrades,homes,,17382
05/2022,Cerdanya,dosis administrades,dones,,17321
05/2022,Cerdanya,dosis administrades,total,,34703
05/2022,Cerdanya,persones vacunades amb primera dosi,homes,,7331
05/2022,Cerdanya,persones vacunades amb primera dosi,dones,,7158
05/2022,Cerdanya,persones vacunades amb primera dosi,total,,14489
