trimestre,Catalunya,sexe,edat,concepte,estat,valor
T2/2022,Catalunya,homes,de 75 a 79 anys,dosis administrades,,357267
T2/2022,Catalunya,homes,de 75 a 79 anys,persones vacunades amb primera dosi,,120482
T2/2022,Catalunya,homes,de 75 a 79 anys,persones vacunades amb segona dosi,,120585
T2/2022,Catalunya,homes,de 75 a 79 anys,persones vacunades amb dosi addicional,,114690
T2/2022,Catalunya,homes,de 75 a 79 anys,dosis administrades per cada 100 persones,,290.7
T2/2022,Catalunya,homes,de 75 a 79 anys,població vacunada amb primera dosi (%),,98.0
T2/2022,Catalunya,homes,de 75 a 79 anys,població vacunada amb segona dosi (%),,98.1
T2/2022,Catalunya,homes,de 75 a 79 anys,població vacunada amb dosi addicional (%),,93.3
T2/2022,Catalunya,homes,80 anys o més,dosis administrades,,468755
T2/2022,Catalunya,homes,80 anys o més,persones vacunades amb primera dosi,,158888
T2/2022,Catalunya,homes,80 anys o més,persones vacunades amb segona dosi,,158178
T2/2022,Catalunya,homes,80 anys o més,persones vacunades amb dosi addicional,,150586
T2/2022,Catalunya,homes,80 anys o més,dosis administrades per cada 100 persones,,286.6
T2/2022,Catalunya,homes,80 anys o més,població vacunada amb primera dosi (%),,97.1
T2/2022,Catalunya,homes,80 anys o més,població vacunada amb segona dosi (%),,96.7
T2/2022,Catalunya,homes,80 anys o més,població vacunada amb dosi addicional (%),,92.1
T2/2022,Catalunya,homes,total,dosis administrades,,7616835
T2/2022,Catalunya,homes,total,persones vacunades amb primera dosi,,3150457
T2/2022,Catalunya,homes,total,persones vacunades amb segona dosi,,2871541
T2/2022,Catalunya,homes,total,persones vacunades amb dosi addicional,,1580930
T2/2022,Catalunya,homes,total,dosis administrades per cada 100 persones,,201.1
T2/2022,Catalunya,homes,total,població vacunada amb primera dosi (%),,83.2
T2/2022,Catalunya,homes,total,població vacunada amb segona dosi (%),,75.8
T2/2022,Catalunya,homes,total,població vacunada amb dosi addicional (%),,41.7
T2/2022,Catalunya,dones,de 0 a 11 anys,dosis administrades,,207644
T2/2022,Catalunya,dones,de 0 a 11 anys,persones vacunades amb primera dosi,,126917
T2/2022,Catalunya,dones,de 0 a 11 anys,persones vacunades amb segona dosi,,80680
T2/2022,Catalunya,dones,de 0 a 11 anys,persones vacunades amb dosi addicional,,46
T2/2022,Catalunya,dones,de 0 a 11 anys,dosis administrades per cada 100 persones,,46.4
T2/2022,Catalunya,dones,de 0 a 11 anys,població vacunada amb primera dosi (%),,28.4
T2/2022,Catalunya,dones,de 0 a 11 anys,població vacunada amb segona dosi (%),,18.0
T2/2022,Catalunya,dones,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T2/2022,Catalunya,dones,de 12 a 14 anys,dosis administrades,,222837
T2/2022,Catalunya,dones,de 12 a 14 anys,persones vacunades amb primera dosi,,119517
T2/2022,Catalunya,dones,de 12 a 14 anys,persones vacunades amb segona dosi,,102678
T2/2022,Catalunya,dones,de 12 a 14 anys,persones vacunades amb dosi addicional,,624
T2/2022,Catalunya,dones,de 12 a 14 anys,dosis administrades per cada 100 persones,,180.4
T2/2022,Catalunya,dones,de 12 a 14 anys,població vacunada amb primera dosi (%),,96.8
T2/2022,Catalunya,dones,de 12 a 14 anys,població vacunada amb segona dosi (%),,83.1
T2/2022,Catalunya,dones,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.5
T2/2022,Catalunya,dones,de 15 a 19 anys,dosis administrades,,359577
T2/2022,Catalunya,dones,de 15 a 19 anys,persones vacunades amb primera dosi,,182987
T2/2022,Catalunya,dones,de 15 a 19 anys,persones vacunades amb segona dosi,,155394
T2/2022,Catalunya,dones,de 15 a 19 anys,persones vacunades amb dosi addicional,,21135
T2/2022,Catalunya,dones,de 15 a 19 anys,dosis administrades per cada 100 persones,,186.1
T2/2022,Catalunya,dones,de 15 a 19 anys,població vacunada amb primera dosi (%),,94.7
T2/2022,Catalunya,dones,de 15 a 19 anys,població vacunada amb segona dosi (%),,80.4
T2/2022,Catalunya,dones,de 15 a 19 anys,població vacunada amb dosi addicional (%),,10.9
T2/2022,Catalunya,dones,de 20 a 24 anys,dosis administrades,,366747
T2/2022,Catalunya,dones,de 20 a 24 anys,persones vacunades amb primera dosi,,167736
T2/2022,Catalunya,dones,de 20 a 24 anys,persones vacunades amb segona dosi,,146828
T2/2022,Catalunya,dones,de 20 a 24 anys,persones vacunades amb dosi addicional,,52040
T2/2022,Catalunya,dones,de 20 a 24 anys,dosis administrades per cada 100 persones,,191.9
T2/2022,Catalunya,dones,de 20 a 24 anys,població vacunada amb primera dosi (%),,87.8
T2/2022,Catalunya,dones,de 20 a 24 anys,població vacunada amb segona dosi (%),,76.8
T2/2022,Catalunya,dones,de 20 a 24 anys,població vacunada amb dosi addicional (%),,27.2
T2/2022,Catalunya,dones,de 25 a 29 anys,dosis administrades,,395215
T2/2022,Catalunya,dones,de 25 a 29 anys,persones vacunades amb primera dosi,,176982
T2/2022,Catalunya,dones,de 25 a 29 anys,persones vacunades amb segona dosi,,156344
T2/2022,Catalunya,dones,de 25 a 29 anys,persones vacunades amb dosi addicional,,61714
T2/2022,Catalunya,dones,de 25 a 29 anys,dosis administrades per cada 100 persones,,182.9
T2/2022,Catalunya,dones,de 25 a 29 anys,població vacunada amb primera dosi (%),,81.9
T2/2022,Catalunya,dones,de 25 a 29 anys,població vacunada amb segona dosi (%),,72.4
T2/2022,Catalunya,dones,de 25 a 29 anys,població vacunada amb dosi addicional (%),,28.6
T2/2022,Catalunya,dones,de 30 a 34 anys,dosis administrades,,448433
T2/2022,Catalunya,dones,de 30 a 34 anys,persones vacunades amb primera dosi,,196212
T2/2022,Catalunya,dones,de 30 a 34 anys,persones vacunades amb segona dosi,,176890
T2/2022,Catalunya,dones,de 30 a 34 anys,persones vacunades amb dosi addicional,,75085
T2/2022,Catalunya,dones,de 30 a 34 anys,dosis administrades per cada 100 persones,,190.7
T2/2022,Catalunya,dones,de 30 a 34 anys,població vacunada amb primera dosi (%),,83.5
T2/2022,Catalunya,dones,de 30 a 34 anys,població vacunada amb segona dosi (%),,75.2
T2/2022,Catalunya,dones,de 30 a 34 anys,població vacunada amb dosi addicional (%),,31.9
T2/2022,Catalunya,dones,de 35 a 39 anys,dosis administrades,,531186
T2/2022,Catalunya,dones,de 35 a 39 anys,persones vacunades amb primera dosi,,228907
T2/2022,Catalunya,dones,de 35 a 39 anys,persones vacunades amb segona dosi,,208306
T2/2022,Catalunya,dones,de 35 a 39 anys,persones vacunades amb dosi addicional,,93577
T2/2022,Catalunya,dones,de 35 a 39 anys,dosis administrades per cada 100 persones,,193.5
T2/2022,Catalunya,dones,de 35 a 39 anys,població vacunada amb primera dosi (%),,83.4
T2/2022,Catalunya,dones,de 35 a 39 anys,població vacunada amb segona dosi (%),,75.9
T2/2022,Catalunya,dones,de 35 a 39 anys,població vacunada amb dosi addicional (%),,34.1
T2/2022,Catalunya,dones,de 40 a 44 anys,dosis administrades,,677251
T2/2022,Catalunya,dones,de 40 a 44 anys,persones vacunades amb primera dosi,,285168
T2/2022,Catalunya,dones,de 40 a 44 anys,persones vacunades amb segona dosi,,260689
T2/2022,Catalunya,dones,de 40 a 44 anys,persones vacunades amb dosi addicional,,130607
T2/2022,Catalunya,dones,de 40 a 44 anys,dosis administrades per cada 100 persones,,208.0
T2/2022,Catalunya,dones,de 40 a 44 anys,població vacunada amb primera dosi (%),,87.6
T2/2022,Catalunya,dones,de 40 a 44 anys,població vacunada amb segona dosi (%),,80.1
T2/2022,Catalunya,dones,de 40 a 44 anys,població vacunada amb dosi addicional (%),,40.1
T2/2022,Catalunya,dones,de 45 a 49 anys,dosis administrades,,740588
T2/2022,Catalunya,dones,de 45 a 49 anys,persones vacunades amb primera dosi,,295184
T2/2022,Catalunya,dones,de 45 a 49 anys,persones vacunades amb segona dosi,,277551
T2/2022,Catalunya,dones,de 45 a 49 anys,persones vacunades amb dosi addicional,,166704
T2/2022,Catalunya,dones,de 45 a 49 anys,dosis administrades per cada 100 persones,,236.4
T2/2022,Catalunya,dones,de 45 a 49 anys,població vacunada amb primera dosi (%),,94.2
T2/2022,Catalunya,dones,de 45 a 49 anys,població vacunada amb segona dosi (%),,88.6
T2/2022,Catalunya,dones,de 45 a 49 anys,població vacunada amb dosi addicional (%),,53.2
T2/2022,Catalunya,dones,de 50 a 54 anys,dosis administrades,,703695
T2/2022,Catalunya,dones,de 50 a 54 anys,persones vacunades amb primera dosi,,267758
T2/2022,Catalunya,dones,de 50 a 54 anys,persones vacunades amb segona dosi,,257060
T2/2022,Catalunya,dones,de 50 a 54 anys,persones vacunades amb dosi addicional,,177474
T2/2022,Catalunya,dones,de 50 a 54 anys,dosis administrades per cada 100 persones,,246.9
T2/2022,Catalunya,dones,de 50 a 54 anys,població vacunada amb primera dosi (%),,94.0
T2/2022,Catalunya,dones,de 50 a 54 anys,població vacunada amb segona dosi (%),,90.2
T2/2022,Catalunya,dones,de 50 a 54 anys,població vacunada amb dosi addicional (%),,62.3
T2/2022,Catalunya,dones,de 55 a 59 anys,dosis administrades,,671109
T2/2022,Catalunya,dones,de 55 a 59 anys,persones vacunades amb primera dosi,,247869
T2/2022,Catalunya,dones,de 55 a 59 anys,persones vacunades amb segona dosi,,237889
T2/2022,Catalunya,dones,de 55 a 59 anys,persones vacunades amb dosi addicional,,183755
T2/2022,Catalunya,dones,de 55 a 59 anys,dosis administrades per cada 100 persones,,257.2
T2/2022,Catalunya,dones,de 55 a 59 anys,població vacunada amb primera dosi (%),,95.0
T2/2022,Catalunya,dones,de 55 a 59 anys,població vacunada amb segona dosi (%),,91.2
T2/2022,Catalunya,dones,de 55 a 59 anys,població vacunada amb dosi addicional (%),,70.4
T2/2022,Catalunya,dones,de 60 a 64 anys,dosis administrades,,618404
T2/2022,Catalunya,dones,de 60 a 64 anys,persones vacunades amb primera dosi,,223433
T2/2022,Catalunya,dones,de 60 a 64 anys,persones vacunades amb segona dosi,,215494
T2/2022,Catalunya,dones,de 60 a 64 anys,persones vacunades amb dosi addicional,,178007
T2/2022,Catalunya,dones,de 60 a 64 anys,dosis administrades per cada 100 persones,,264.4
T2/2022,Catalunya,dones,de 60 a 64 anys,població vacunada amb primera dosi (%),,95.5
T2/2022,Catalunya,dones,de 60 a 64 anys,població vacunada amb segona dosi (%),,92.1
T2/2022,Catalunya,dones,de 60 a 64 anys,població vacunada amb dosi addicional (%),,76.1
T2/2022,Catalunya,dones,de 65 a 69 anys,dosis administrades,,549550
T2/2022,Catalunya,dones,de 65 a 69 anys,persones vacunades amb primera dosi,,191569
T2/2022,Catalunya,dones,de 65 a 69 anys,persones vacunades amb segona dosi,,191294
T2/2022,Catalunya,dones,de 65 a 69 anys,persones vacunades amb dosi addicional,,165125
T2/2022,Catalunya,dones,de 65 a 69 anys,dosis administrades per cada 100 persones,,270.2
T2/2022,Catalunya,dones,de 65 a 69 anys,població vacunada amb primera dosi (%),,94.2
T2/2022,Catalunya,dones,de 65 a 69 anys,població vacunada amb segona dosi (%),,94.0
T2/2022,Catalunya,dones,de 65 a 69 anys,població vacunada amb dosi addicional (%),,81.2
T2/2022,Catalunya,dones,de 70 a 74 anys,dosis administrades,,521891
T2/2022,Catalunya,dones,de 70 a 74 anys,persones vacunades amb primera dosi,,182329
T2/2022,Catalunya,dones,de 70 a 74 anys,persones vacunades amb segona dosi,,181861
T2/2022,Catalunya,dones,de 70 a 74 anys,persones vacunades amb dosi addicional,,156256
T2/2022,Catalunya,dones,de 70 a 74 anys,dosis administrades per cada 100 persones,,270.7
T2/2022,Catalunya,dones,de 70 a 74 anys,població vacunada amb primera dosi (%),,94.6
T2/2022,Catalunya,dones,de 70 a 74 anys,població vacunada amb segona dosi (%),,94.3
T2/2022,Catalunya,dones,de 70 a 74 anys,població vacunada amb dosi addicional (%),,81.1
T2/2022,Catalunya,dones,de 75 a 79 anys,dosis administrades,,449364
T2/2022,Catalunya,dones,de 75 a 79 anys,persones vacunades amb primera dosi,,152498
T2/2022,Catalunya,dones,de 75 a 79 anys,persones vacunades amb segona dosi,,152518
T2/2022,Catalunya,dones,de 75 a 79 anys,persones vacunades amb dosi addicional,,143239
T2/2022,Catalunya,dones,de 75 a 79 anys,dosis administrades per cada 100 persones,,290.6
T2/2022,Catalunya,dones,de 75 a 79 anys,població vacunada amb primera dosi (%),,98.6
T2/2022,Catalunya,dones,de 75 a 79 anys,població vacunada amb segona dosi (%),,98.6
T2/2022,Catalunya,dones,de 75 a 79 anys,població vacunada amb dosi addicional (%),,92.6
T2/2022,Catalunya,dones,80 anys o més,dosis administrades,,798367
T2/2022,Catalunya,dones,80 anys o més,persones vacunades amb primera dosi,,272294
T2/2022,Catalunya,dones,80 anys o més,persones vacunades amb segona dosi,,271062
T2/2022,Catalunya,dones,80 anys o més,persones vacunades amb dosi addicional,,254174
T2/2022,Catalunya,dones,80 anys o més,dosis administrades per cada 100 persones,,281.1
T2/2022,Catalunya,dones,80 anys o més,població vacunada amb primera dosi (%),,95.9
T2/2022,Catalunya,dones,80 anys o més,població vacunada amb segona dosi (%),,95.4
T2/2022,Catalunya,dones,80 anys o més,població vacunada amb dosi addicional (%),,89.5
T2/2022,Catalunya,dones,total,dosis administrades,,8261858
T2/2022,Catalunya,dones,total,persones vacunades amb primera dosi,,3317360
T2/2022,Catalunya,dones,total,persones vacunades amb segona dosi,,3072538
T2/2022,Catalunya,dones,total,persones vacunades amb dosi addicional,,1859562
T2/2022,Catalunya,dones,total,dosis administrades per cada 100 persones,,210.0
T2/2022,Catalunya,dones,total,població vacunada amb primera dosi (%),,84.3
T2/2022,Catalunya,dones,total,població vacunada amb segona dosi (%),,78.1
T2/2022,Catalunya,dones,total,població vacunada amb dosi addicional (%),,47.3
T2/2022,Catalunya,total,de 0 a 11 anys,dosis administrades,,428428
T2/2022,Catalunya,total,de 0 a 11 anys,persones vacunades amb primera dosi,,261628
T2/2022,Catalunya,total,de 0 a 11 anys,persones vacunades amb segona dosi,,166690
T2/2022,Catalunya,total,de 0 a 11 anys,persones vacunades amb dosi addicional,,109
T2/2022,Catalunya,total,de 0 a 11 anys,dosis administrades per cada 100 persones,,46.4
T2/2022,Catalunya,total,de 0 a 11 anys,població vacunada amb primera dosi (%),,28.3
T2/2022,Catalunya,total,de 0 a 11 anys,població vacunada amb segona dosi (%),,18.1
T2/2022,Catalunya,total,de 0 a 11 anys,població vacunada amb dosi addicional (%),,0.0
T2/2022,Catalunya,total,de 12 a 14 anys,dosis administrades,,457736
T2/2022,Catalunya,total,de 12 a 14 anys,persones vacunades amb primera dosi,,245619
T2/2022,Catalunya,total,de 12 a 14 anys,persones vacunades amb segona dosi,,210882
T2/2022,Catalunya,total,de 12 a 14 anys,persones vacunades amb dosi addicional,,1200
T2/2022,Catalunya,total,de 12 a 14 anys,dosis administrades per cada 100 persones,,178.9
T2/2022,Catalunya,total,de 12 a 14 anys,població vacunada amb primera dosi (%),,96.0
T2/2022,Catalunya,total,de 12 a 14 anys,població vacunada amb segona dosi (%),,82.4
T2/2022,Catalunya,total,de 12 a 14 anys,població vacunada amb dosi addicional (%),,0.5
T2/2022,Catalunya,total,de 15 a 19 anys,dosis administrades,,727921
T2/2022,Catalunya,total,de 15 a 19 anys,persones vacunades amb primera dosi,,374198
T2/2022,Catalunya,total,de 15 a 19 anys,persones vacunades amb segona dosi,,315769
T2/2022,Catalunya,total,de 15 a 19 anys,persones vacunades amb dosi addicional,,37808
T2/2022,Catalunya,total,de 15 a 19 anys,dosis administrades per cada 100 persones,,180.3
T2/2022,Catalunya,total,de 15 a 19 anys,població vacunada amb primera dosi (%),,92.7
T2/2022,Catalunya,total,de 15 a 19 anys,població vacunada amb segona dosi (%),,78.2
T2/2022,Catalunya,total,de 15 a 19 anys,població vacunada amb dosi addicional (%),,9.4
T2/2022,Catalunya,total,de 20 a 24 anys,dosis administrades,,718025
T2/2022,Catalunya,total,de 20 a 24 anys,persones vacunades amb primera dosi,,339729
T2/2022,Catalunya,total,de 20 a 24 anys,persones vacunades amb segona dosi,,290985
T2/2022,Catalunya,total,de 20 a 24 anys,persones vacunades amb dosi addicional,,87016
T2/2022,Catalunya,total,de 20 a 24 anys,dosis administrades per cada 100 persones,,181.3
T2/2022,Catalunya,total,de 20 a 24 anys,població vacunada amb primera dosi (%),,85.8
T2/2022,Catalunya,total,de 20 a 24 anys,població vacunada amb segona dosi (%),,73.5
T2/2022,Catalunya,total,de 20 a 24 anys,població vacunada amb dosi addicional (%),,22.0
T2/2022,Catalunya,total,de 25 a 29 anys,dosis administrades,,767205
T2/2022,Catalunya,total,de 25 a 29 anys,persones vacunades amb primera dosi,,353925
T2/2022,Catalunya,total,de 25 a 29 anys,persones vacunades amb segona dosi,,307859
T2/2022,Catalunya,total,de 25 a 29 anys,persones vacunades amb dosi addicional,,105067
T2/2022,Catalunya,total,de 25 a 29 anys,dosis administrades per cada 100 persones,,175.5
T2/2022,Catalunya,total,de 25 a 29 anys,població vacunada amb primera dosi (%),,81.0
T2/2022,Catalunya,total,de 25 a 29 anys,població vacunada amb segona dosi (%),,70.4
T2/2022,Catalunya,total,de 25 a 29 anys,població vacunada amb dosi addicional (%),,24.0
T2/2022,Catalunya,total,de 30 a 34 anys,dosis administrades,,874439
T2/2022,Catalunya,total,de 30 a 34 anys,persones vacunades amb primera dosi,,388980
T2/2022,Catalunya,total,de 30 a 34 anys,persones vacunades amb segona dosi,,347976
T2/2022,Catalunya,total,de 30 a 34 anys,persones vacunades amb dosi addicional,,136992
T2/2022,Catalunya,total,de 30 a 34 anys,dosis administrades per cada 100 persones,,187.6
T2/2022,Catalunya,total,de 30 a 34 anys,població vacunada amb primera dosi (%),,83.5
T2/2022,Catalunya,total,de 30 a 34 anys,població vacunada amb segona dosi (%),,74.7
T2/2022,Catalunya,total,de 30 a 34 anys,població vacunada amb dosi addicional (%),,29.4
T2/2022,Catalunya,total,de 35 a 39 anys,dosis administrades,,1043217
T2/2022,Catalunya,total,de 35 a 39 anys,persones vacunades amb primera dosi,,454945
T2/2022,Catalunya,total,de 35 a 39 anys,persones vacunades amb segona dosi,,411209
T2/2022,Catalunya,total,de 35 a 39 anys,persones vacunades amb dosi addicional,,176302
T2/2022,Catalunya,total,de 35 a 39 anys,dosis administrades per cada 100 persones,,191.3
T2/2022,Catalunya,total,de 35 a 39 anys,població vacunada amb primera dosi (%),,83.4
